PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,umpire,Catcher Pos,season
11,2021/4/10,27:19.5,2021/4/10,27:19.5,2,4,"Ginji, Miura",1000073786,Right,HOS_HOS,"Haruto, Watanabe",1000073445,Right,KEI_KEI,Undefined,1,Top,1,1,2,Cutter,Slider,InPlay,Undefined,LineDrive,LineDrive,Out,1,0,,133.25064,-0.035186,-1.707997,2329.195479,185.544558,12:15,1.65787,0.327347,1.670538,-89.8659,13.053,1.0203,0.749172,-0.149687,124.69338,-6.479704,-1.636443,0.458144,136.90512,17.115301,22.993913,1468.260379,30.352529,7.497434,14.242536,75.93727,,27.890849,2.751802,-1.4572,7.3461,-0.281764,15.24,1.649459,1.090155,-36.720893,-0.395921,-0.262645,5.663072,-8.482549,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,6b61eae0-99bd-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,132.40378,7.783076,,8.55726,,,,16.770197,-36.956126,2.831536,1.658587,-0.043573,-4.241274,-0.327273,1.101064,-0.131322,0.632164,0.752686,0.138445,224.798926,0.63214,33.458269,-5.369901,1.198498,-0.274934,0.0588,-0.011016,0.001143,2e-06,0.7527,11.191348,-4.697256,0.188091,0.007188,-0.003221,-0.001383,0.001297,-0.000229,0.138439,14.197857,-0.293998,-0.219991,0.097183,-0.024908,0.004815,-0.000656,5.3e-05,,,,,,,,,,,,,,,,,,,,,,,,,21S
12,2021/4/10,27:58.2,2021/4/10,27:58.2,3,1,"Ginji, Miura",1000073786,Right,HOS_HOS,"Noriyuki, Hashimoto",1000073442,Left,KEI_KEI,Undefined,1,Top,2,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,,110.27582,5.566686,0.375929,2484.297589,23.411815,6:45,1.646085,0.315844,1.792531,-198.7754,-45.7712,-21.9718,1.239016,0.202536,100.52407,-8.762564,-1.174361,0.558607,,,,,,,,,,,,11.3123,-25.3466,-0.323677,15.24,1.770215,-0.107353,-30.236283,2.244873,1.342644,5.172302,-12.815017,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,827386d0-99bd-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,108.59154,,,9.75175,,,,16.649141,-30.476381,2.586151,1.652201,2.839747,-6.407508,-0.317247,-0.169678,0.671322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
13,2021/4/10,28:09.2,2021/4/10,28:09.2,3,2,"Ginji, Miura",1000073786,Right,HOS_HOS,"Noriyuki, Hashimoto",1000073442,Left,KEI_KEI,Undefined,1,Top,2,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,146.32053,-0.163045,-0.89661,2137.827666,199.015069,12:45,1.673362,0.315426,1.847149,-27.7104,57.3884,18.8686,1.350257,0.251157,133.59394,-2.309649,0.440569,0.416597,,,,,,,,,,,,-10.2648,30.3635,-0.295355,15.24,1.667604,0.532647,-40.269829,-0.184585,-2.180344,8.46366,-3.357124,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,89002990-99bd-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,145.60825,,,12.72659,,,,16.592058,-40.553001,4.23183,1.6719,-0.072264,-1.678562,-0.314397,0.605595,-1.090172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
14,2021/4/10,28:26.0,2021/4/10,28:26.0,3,3,"Ginji, Miura",1000073786,Right,HOS_HOS,"Noriyuki, Hashimoto",1000073442,Left,KEI_KEI,Undefined,1,Top,2,2,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,147.12352,-0.687763,-1.738965,2115.171341,200.861428,12:45,1.667008,0.362112,1.817393,-30.6974,53.3574,19.3912,1.16556,0.064406,135.13137,-3.026247,-0.367882,0.414034,,,,,,,,,,,,-11.0105,28.518,-0.321308,15.24,1.648223,1.128,-40.493675,-0.577731,-2.379957,8.037516,-3.642405,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,930d1970-99bd-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,146.50976,,,11.99215,,,,16.622065,-40.767076,4.018758,1.665768,-0.453832,-1.821202,-0.361055,1.208956,-1.189978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
15,2021/4/10,28:43.2,2021/4/10,28:43.1,3,4,"Ginji, Miura",1000073786,Right,HOS_HOS,"Noriyuki, Hashimoto",1000073442,Left,KEI_KEI,Undefined,1,Top,2,3,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,145.35635,-1.723417,-2.03613,2208.359457,200.70801,12:45,1.631759,0.390873,1.810488,-30.6605,56.0179,20.1502,0.837418,0.016436,132.98479,-4.068593,-0.612314,0.420446,,,,,,,,,,,,-11.6551,30.6449,-0.342705,15.24,1.587713,1.316211,-39.965295,-1.290871,-2.442004,8.218246,-3.385878,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,9d4203b0-99bd-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,144.2754,,,12.37156,,,,16.628817,-40.249871,4.109123,1.630382,-1.173627,-1.692939,-0.389746,1.400771,-1.221002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
16,2021/4/10,29:02.6,2021/4/10,29:02.6,3,5,"Ginji, Miura",1000073786,Right,HOS_HOS,"Noriyuki, Hashimoto",1000073442,Left,KEI_KEI,Undefined,1,Top,2,3,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,,145.40838,-1.595953,-1.249267,2117.631742,204.651566,12:45,1.642281,0.375057,1.811284,-25.8039,60.9582,26.699,0.932798,0.28879,132.65381,-3.605404,0.638432,0.420649,,,,,,,,,,,,-14.6107,33.2737,-0.346543,15.24,1.601794,0.736738,-39.996782,-1.179926,-3.054907,8.522053,-2.849564,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,a8db11d0-99bd-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,144.20581,,,12.75457,,,,16.628484,-40.291538,4.261027,1.6409,-1.081367,-1.424782,-0.373853,0.842399,-1.527453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
17,2021/4/10,29:29.2,2021/4/10,29:29.2,3,6,"Ginji, Miura",1000073786,Right,HOS_HOS,"Noriyuki, Hashimoto",1000073442,Left,KEI_KEI,Undefined,1,Top,2,3,2,Fastball,Four-Seam,BallCalled,Walk,Undefined,,Undefined,0,0,,146.74865,-3.647156,-2.319805,2509.850602,199.840526,12:45,1.644004,0.296236,1.886073,-22.0992,64.8719,22.121,0.394392,-0.135754,130.60459,-5.448374,-0.750219,0.421155,,,,,,,,,,,,-13.4407,37.6941,-0.244155,15.24,1.55861,1.511866,-40.176678,-2.591224,-2.760526,10.702784,-2.064819,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,b8b09120-99bd-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,144.03248,,,16.14406,,,,16.552062,-40.524694,5.351392,1.641776,-2.524084,-1.032409,-0.294775,1.601629,-1.380263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
18,2021/4/10,30:12.3,2021/4/10,30:12.3,4,1,"Ginji, Miura",1000073786,Right,HOS_HOS,"Tomoya, Masaki",1000073443,Right,KEI_KEI,Undefined,1,Top,2,0,0,Splitter,Changeup,StrikeCalled,Undefined,Undefined,,Undefined,0,0,1,124.1554,-0.859696,-3.081742,1399.516004,230.74433,1:45,1.645139,0.333217,1.846193,-84.6382,35.4742,38.1358,0.555851,-0.155679,112.50922,-7.114107,-0.380916,0.494936,,,,,,,,,,,,-22.0463,20.2245,-0.262596,15.24,1.619385,1.668278,-34.07986,-0.793501,-3.305944,6.882893,-6.77389,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,d25d2340-99bd-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,122.56139,,,11.64618,,,,16.592848,-34.352,3.441447,1.645464,-0.525672,-3.386945,-0.331141,1.798991,-1.652972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
19,2021/4/10,30:42.7,2021/4/10,30:42.7,4,2,"Ginji, Miura",1000073786,Right,HOS_HOS,"Tomoya, Masaki",1000073443,Right,KEI_KEI,Undefined,1,Top,2,0,1,Fastball,Four-Seam,InPlay,Undefined,LineDrive,LineDrive,Out,1,0,1,145.11669,-1.66263,-3.153735,2133.839724,208.320955,1:00,1.65833,0.378432,1.827412,-39.7217,47.9974,24.2474,0.790666,-0.270753,131.61713,-4.66876,-1.440682,0.422963,172.1283,15.878256,9.979989,1602.856704,32.551622,8.906874,8.031433,94.882101,,19.886629,3.212667,-14.8921,26.8364,-0.304297,15.24,1.61577,2.072776,-39.840345,-1.289754,-3.068496,8.985141,-4.277027,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,e4887970-99bd-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,143.41697,10.97324,,13.49956,,,,16.612093,-40.148599,4.492571,1.6575,-1.143022,-2.138513,-0.377214,2.178047,-1.534248,0.268301,0.742082,0.26722,222.463162,0.268312,45.292728,-10.65469,2.882139,-0.671914,0.137067,-0.022764,0.002579,-0.000138,0.742063,13.082317,-3.772978,-0.596275,0.333136,-0.103843,0.021408,-0.00258,0.000138,0.26721,7.970557,1.979122,-0.937942,0.312637,-0.0821,0.015977,-0.001968,0.000111,,,,,,,,,,,,,,,,,,,,,,,,,21S
20,2021/4/10,33:13.2,2021/4/10,33:13.1,1,1,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Yuta, Kaizaki",1000073730,Left,HOS_HOS,Undefined,1,Bottom,0,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,,119.04093,2.245003,-1.320033,2444.570244,33.615023,7:00,1.653103,0.374159,1.584925,-177.2742,-42.4079,-31.2433,0.524454,-0.316766,108.69029,-10.35802,-3.50369,0.524453,,,,,,,,,,,,14.5167,-21.6825,-0.333931,15.24,1.700334,0.896734,-32.690471,0.558225,1.998355,6.452868,-12.791455,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,3e30beb0-99be-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Shogo, Fukui",1000073400.0,Right,KEI_KEI,115.66341,,,10.35064,,,,16.856245,-33.007965,3.226434,1.657385,1.187589,-6.395728,-0.375633,0.798411,0.999178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
21,2021/4/10,33:24.1,2021/4/10,33:24.1,1,2,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Yuta, Kaizaki",1000073730,Left,HOS_HOS,Undefined,1,Bottom,0,1,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,,141.16443,-1.166267,-1.776029,2055.991384,210.418968,1:00,1.651272,0.500033,1.714637,-42.1359,51.1697,28.2667,0.898006,0.277411,128.70872,-4.32507,0.210421,0.436223,,,,,,,,,,,,-15.6238,27.6929,-0.456149,15.24,1.617817,1.057807,-38.800301,-0.938159,-3.07165,8.080362,-4.362203,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,44b9df00-99be-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Shogo, Fukui",1000073400.0,Right,KEI_KEI,139.05733,,,12.45571,,,,16.724949,-39.108327,4.040181,1.650411,-0.771871,-2.181101,-0.498705,1.174899,-1.535825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
22,2021/4/10,33:55.9,2021/4/10,33:55.9,1,3,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Yuta, Kaizaki",1000073730,Left,HOS_HOS,Undefined,1,Bottom,0,1,1,Splitter,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,,131.86649,-1.688183,-1.667851,1435.348403,211.982465,1:00,1.658426,0.455145,1.786248,-73.7975,31.4233,17.6526,0.442077,0.159262,121.70825,-7.073855,-0.42058,0.463239,,,,,,,,,,,,-10.152,18.179,-0.415164,15.24,1.6115,0.974972,-36.278179,-1.342941,-1.758569,6.552365,-6.6576,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,57a4b4a0-99be-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Shogo, Fukui",1000073400.0,Right,KEI_KEI,130.94744,,,10.15824,,,,16.653557,-36.532596,3.276182,1.658625,-1.084438,-3.3288,-0.454346,1.043254,-0.879284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
23,2021/4/10,34:08.1,2021/4/10,34:08.1,1,4,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Yuta, Kaizaki",1000073730,Left,HOS_HOS,Undefined,1,Bottom,0,2,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,,140.12424,-0.632762,-3.027682,2096.731214,210.649552,1:00,1.642413,0.486307,1.813229,-48.0348,45.5279,25.2051,0.982931,-0.118344,127.86351,-4.225778,-1.248225,0.436823,,,,,,,,,,,,-15.1573,24.7454,-0.41458,15.24,1.623838,1.914946,-38.511228,-0.592552,-2.937875,7.906438,-5.010372,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,5eed0640-99be-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Shogo, Fukui",1000073400.0,Right,KEI_KEI,138.86617,,,12.26073,,,,16.626595,-38.794855,3.953219,1.641871,-0.412816,-2.505186,-0.485165,2.020336,-1.468937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
24,2021/4/10,34:36.1,2021/4/10,34:36.1,1,5,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Yuta, Kaizaki",1000073730,Left,HOS_HOS,Undefined,1,Bottom,0,2,2,Cutter,Slider,FoulBall,Undefined,Undefined,,Undefined,0,0,,135.94752,-0.625672,-2.709729,2101.327751,176.764655,12:00,1.635813,0.467423,1.814212,-71.6112,26.7066,-1.3529,0.742633,-0.312653,125.78594,-5.853545,-2.805289,0.447786,,,,,,,,,,,,-1.0146,14.9683,-0.401639,15.24,1.615767,1.776953,-37.413147,-0.67994,-0.187641,6.700213,-7.038391,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,6fa45a10-99be-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Shogo, Fukui",1000073400.0,Right,KEI_KEI,135.46641,,,10.16159,,,,16.625999,-37.660544,3.350106,1.636075,-0.420057,-3.519195,-0.467379,1.783882,-0.093821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
25,2021/4/10,35:01.8,2021/4/10,35:01.8,1,6,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Yuta, Kaizaki",1000073730,Left,HOS_HOS,Undefined,1,Bottom,0,2,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,,143.38019,-2.004006,-2.620696,2216.846561,213.994175,1:15,1.634832,0.444094,1.717236,-41.4778,50.6864,31.8061,0.649348,0.016392,128.55506,-5.146968,-0.386626,0.433546,,,,,,,,,,,,-18.4097,28.4227,-0.378662,15.24,1.579805,1.631496,-39.301484,-1.519225,-3.645277,9.687684,-4.178712,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,7ef20bc0-99be-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Shogo, Fukui",1000073400.0,Right,KEI_KEI,139.91579,,,14.82513,,,,16.721838,-39.66507,4.843842,1.633879,-1.362395,-2.089356,-0.442461,1.768306,-1.822639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
26,2021/4/10,35:25.8,2021/4/10,35:25.8,1,7,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Yuta, Kaizaki",1000073730,Left,HOS_HOS,Undefined,1,Bottom,0,2,2,Cutter,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,,135.19998,0.950961,-1.207814,2125.375357,172.21692,11:45,1.622589,0.511649,1.752275,-72.8602,26.0683,-3.2314,1.163913,0.136559,126.13756,-4.340071,-1.435423,0.449175,,,,,,,,,,,,0.9893,13.5908,-0.480845,15.24,1.641261,0.801133,-37.261988,0.331295,0.183776,5.765911,-7.281925,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,8d430df0-99be-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Shogo, Fukui",1000073400.0,Right,KEI_KEI,135.04769,,,9.06242,,,,16.687777,-37.485347,2.882956,1.622964,0.613381,-3.640962,-0.511742,0.794013,0.091888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
27,2021/4/10,35:44.5,2021/4/10,35:44.5,1,8,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Yuta, Kaizaki",1000073730,Left,HOS_HOS,Undefined,1,Bottom,0,3,2,Cutter,Slider,FoulBall,Undefined,Undefined,,Undefined,0,0,,134.63096,-0.269578,-2.104953,2104.144763,185.439348,12:15,1.596761,0.483866,1.790702,-77.2096,22.4048,1.8911,0.748299,-0.093375,125.5743,-5.872246,-1.971446,0.450729,,,,,,,,,,,,-2.1742,12.4191,-0.432125,15.24,1.584646,1.354916,-37.097814,-0.472894,-0.398866,5.97281,-7.528283,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,98671320-99be-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Shogo, Fukui",1000073400.0,Right,KEI_KEI,134.58193,,,9.05666,,,,16.649844,-37.324111,2.986405,1.59716,-0.187664,-3.764141,-0.483746,1.370028,-0.199433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
28,2021/4/10,36:12.1,2021/4/10,36:12.1,1,9,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Yuta, Kaizaki",1000073730,Left,HOS_HOS,Undefined,1,Bottom,0,3,2,Fastball,Four-Seam,StrikeCalled,Strikeout,Undefined,,Undefined,0,0,,141.95484,-2.21574,-1.964501,2023.370573,219.221548,1:15,1.6201,0.430685,1.749744,-46.406,45.2483,34.5672,0.526527,0.218611,130.06426,-5.660947,0.470592,0.432346,,,,,,,,,,,,-18.8934,25.4258,-0.383404,15.24,1.560477,1.160408,-39.012985,-1.679257,-3.769956,7.875773,-4.733237,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,a8d2df00-99be-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Shogo, Fukui",1000073400.0,Right,KEI_KEI,140.3044,,,11.89058,,,,16.689842,-39.304583,3.937887,1.619407,-1.504011,-2.366618,-0.428952,1.299989,-1.884978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.42099,,,0.892822,,,,0.113736,1.429035,-1.186243,20.47512,0.855488,-17.557274,0.11291,23.956006,-1.287579,1.449252,3.813297,-5.010153,-1.215369,-21.384875,3.443268,,,21S
29,2021/4/10,36:36.4,2021/4/10,36:36.4,2,1,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Yuki, Okada",1000073821,Left,HOS_HOS,Undefined,1,Bottom,1,0,0,Cutter,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,,136.22939,0.280102,-0.36564,2079.871403,207.889717,1:00,1.611801,0.505773,1.779325,-82.4724,15.6393,6.8216,0.866429,0.470407,125.98267,-5.713187,0.116194,0.447317,,,,,,,,,,,,-3.7057,8.7251,-0.497168,15.24,1.612927,0.206445,-37.52361,-0.147298,-0.689841,6.693707,-8.182409,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,b74c50c0-99be-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Shogo, Fukui",1000073400.0,Right,KEI_KEI,135.60866,,,10.24672,,,,16.660509,-37.77616,3.346853,1.612661,0.161419,-4.091205,-0.505448,0.232473,-0.34492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
30,2021/4/10,36:48.7,2021/4/10,36:48.7,2,2,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Yuki, Okada",1000073821,Left,HOS_HOS,Undefined,1,Bottom,1,1,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,GroundBall,Undefined,0,0,,141.59822,-1.204765,-2.940489,1987.806731,203.107698,12:45,1.62497,0.492008,1.735833,-46.6486,45.8253,18.2947,0.815777,-0.161006,129.36684,-4.675696,-1.654995,0.434274,174.51655,1.499694,60.793985,4683.197048,,,,21.747717,,60.892569,0.495111,-11.4378,25.0783,-0.418119,15.24,1.590671,1.906158,-38.900421,-0.990522,-2.264019,7.99915,-4.842606,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,beaa7450-99be-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Shogo, Fukui",1000073400.0,Right,KEI_KEI,139.6813,0.971937,,12.23139,,,,16.704013,-39.200312,3.999575,1.624403,-0.808971,-2.421303,-0.491173,1.991037,-1.132009,0.631509,0.913876,0.032351,,0.643858,23.30579,-6.587805,,,,,,,0.921083,1.069939,-5.945208,,,,,,,0.042995,42.007828,-7.547576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
31,2021/4/10,37:11.0,2021/4/10,37:11.0,2,3,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Yuki, Okada",1000073821,Left,HOS_HOS,Undefined,1,Bottom,1,1,1,Splitter,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,,131.79104,-2.12535,-2.708864,1438.631697,226.158651,1:30,1.633614,0.453177,1.745063,-71.7435,36.5847,33.9253,0.311876,0.022856,119.10672,-7.407847,-0.319661,0.47003,,,,,,,,,,,,-19.3968,21.513,-0.386743,15.24,1.574278,1.544915,-36.133509,-1.605403,-3.261435,7.899042,-6.189392,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,cbf996e0-99be-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Shogo, Fukui",1000073400.0,Right,KEI_KEI,129.05562,,,12.68431,,,,16.693718,-36.449917,3.949521,1.63362,-1.357478,-3.094696,-0.451243,1.675556,-1.630718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
