count,PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,DetectedShift,1B_PositionAtReleaseX,1B_PositionAtReleaseZ,2B_PositionAtReleaseX,2B_PositionAtReleaseZ,3B_PositionAtReleaseX,3B_PositionAtReleaseZ,SS_PositionAtReleaseX,SS_PositionAtReleaseZ,LF_PositionAtReleaseX,LF_PositionAtReleaseZ,CF_PositionAtReleaseX,CF_PositionAtReleaseZ,RF_PositionAtReleaseX,RF_PositionAtReleaseZ,unixtime,umpire,pitchcount,PitchNo.1,Date(opensen),time1,time2,time3,PAofInning(opensen),PitchofPA(opensen),Pitcher(opensen),PitcherThrows(opensen),PitcherTeam(opensen),dajun,Batter(opensen),BatterSide(opensen),BatterTeam(opensen),Inning(opensen),Top/Bottom(opensen),Outs(opensen),Balls(opensen),Strikes(opensen),TaggedPitchType(opensen),PitchCall(opensen),KorBB(opensen),TaggedHitType(opensen),PlayResult(opensen),OutsOnPlay(opensen),RunsScored(opensen),memo,RelSpeed(opensen),PlateLocHeight(opensen),PlateLocSide(opensen),caught_distance,caught_direction,HomeTeam(opensen),hometeam_color,hometeam_abb,AwayTeam(opensen),awayteam_color,awayteam_abb,Stadium(opensen),Level(opensen),League(opensen),fielding_alignment,Notes(opensen),on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,runevent_romaji,scored_person_romaji,run_person_romaji
0,1.0,2025/6/6,00:56.1,1.0,1.0,"Keita, Mizuno",1000325881.0,Right,KEI_KEI,"Kanya, Sato",1000326140.0,Left,WAS_EDA,Undefined,1.0,Top,0.0,0.0,0.0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0.0,0.0,,144.70809,-2.23736,-1.351329,2486.766948,211.137275,1:00,1.801439,0.586507,1.736378,-34.0077,54.8179,31.3218,0.825378,0.515832,131.67678,-4.819902,0.853418,0.425622,,,,,,,,,,,,-16.764,30.2713,-0.554227,15.24,1.741626,0.769214,-39.748391,-1.659919,-3.451902,8.637044,-3.573459,KEI_KEI,WAS_EDA,JinguStadium,TeamExclusive,Team,20250606-JinguStadium-1,529b8ad0-4269-11f0-8b73-d55d56d4785b,142.52091,,,13.03131,,,,,,,b3ca3262-a491-4e99-8373-ddd06f9d4f8e,2025/6/6,00:56.1,2025-06-06T09:00:56.1402880+09:00,2025-06-06T00:00:56.1402880Z,,v3,,,,"Keisuke, Ichihashi",1000325864.0,Right,KEI_KEI,8d69bb0b-de4d-4276-a50d-a2537dcdb8c4,16.702567,-40.064936,4.318522,1.800062,-1.528953,-1.78673,-0.584737,0.895725,-1.725951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,27.68206391,22.03663265,42.57872446,13.72096828,25.47602924,-18.29622339,42.13454096,-11.68273877,74.60214575,-40.36652195,90.343218,-3.741092115,75.13613497,38.45220424,1749168056.0,瀧口 耕介,1.0,1.0,2025/6/6,1336.891479,1336.891492,1749168056,1.0,1.0,水野,Right,KEI_KEI,1,佐藤寛,Left,WAS_EDA,1,Top,0,0,0,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,,,,KEI_KEI,#112163,慶應,WAS_EDA,#470004,早稲田,JinguStadium,フレッシュ,春季フレッシュ,Normal,,,,,Nothing,,,,,,2515662000,見逃し,,,,1009.0,https://youtu.be/jPcufqy9b0g&t=1009,市橋,延末,服部,貞包,八木,福井直,丸田,渡邉千,"丸田,八木,山本勇,延末,福井直,貞包,市橋,渡邉千,服部","佐藤寛,金子,德丸,髙橋海,尾形,湯浅,黒須,深谷,山本","水野,市橋,延末,服部,貞包,八木,福井直,丸田,渡邉千","髙橋煌,尾形,髙橋海,湯浅,深谷,金子,佐藤寛,黒須,德丸","R,L,L,R,L,R,L,R,R,R","R,L,R,L,R,L,R,L,R,L","Keita, Mizuno","Keisuke, Ichihashi","Aita, Nobusue","Kakeru, Hattori","Kensho, Sadakane","Hinata, Yagi","Naotoki, Fukui","Minato, Maruta","Sennosuke, Watanabe",,"Kanya, Sato",,,,,,
1,2.0,2025/6/6,01:06.8,1.0,2.0,"Keita, Mizuno",1000325881.0,Right,KEI_KEI,"Kanya, Sato",1000326140.0,Left,WAS_EDA,Undefined,1.0,Top,0.0,0.0,1.0,Fastball,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0.0,0.0,,144.61033,-2.935373,-2.785159,2402.037474,221.526907,1:30,1.778837,0.614599,1.768112,-43.0382,45.596,37.7792,0.514625,0.202235,131.98647,-6.146369,-0.122721,0.425163,129.02657,24.215954,-61.391228,4079.31163,13.167116,10.351222,-30.834291,75.508082,60.015721,-73.036403,3.074078,-21.3042,26.2684,-0.547592,15.24,1.702175,1.736418,-39.691123,-2.192401,-4.381306,8.485182,-4.404448,KEI_KEI,WAS_EDA,JinguStadium,TeamExclusive,Team,20250606-JinguStadium-1,590897a0-4269-11f0-8b73-d55d56d4785b,142.67471,10.74321,,12.62386,,,,0.006619,0.48858,-0.21502,b3ca3262-a491-4e99-8373-ddd06f9d4f8e,2025/6/6,01:06.8,2025-06-06T09:01:06.7689472+09:00,2025-06-06T00:01:06.7689472Z,LineDrive,v3,,,,"Keisuke, Ichihashi",1000325864.0,Right,KEI_KEI,bd3e5ac6-bfa3-4835-a0b5-28737e0845a1,16.67156,-39.995992,4.242591,1.778104,-2.034151,-2.202224,-0.612809,1.893837,-2.190653,119.112954,0.006524,15.655145,-4.860033,1.308266,-0.396375,0.132401,-0.039978,0.007351,-0.000559,0.48865,14.698306,-5.739665,0.35288,0.020284,-0.045323,0.019569,-0.003726,0.000263,-0.214938,-28.699456,2.267866,-0.255723,0.07325,-0.050372,0.022296,-0.004787,0.000389,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,NoShift,28.04443712,22.36379776,42.75843418,13.8063006,25.67600524,-18.71641997,42.22661064,-11.79686967,75.60708358,-40.27827311,91.20576148,-3.771264968,74.66215695,37.99656186,1749168067.0,瀧口 耕介,2.0,2.0,2025/6/6,1347.491705,1347.491708,1749168067,1.0,2.0,水野,Right,KEI_KEI,1,佐藤寛,Left,WAS_EDA,1,Top,0,0,1,Undefined,FoulBall,Undefined,FlyBall,Undefined,0,0,,,,,,,KEI_KEI,#112163,慶應,WAS_EDA,#470004,早稲田,JinguStadium,フレッシュ,春季フレッシュ,Normal,,,,,Undefined,,,,,,2515662001,ファール,,,,1020.0,https://youtu.be/jPcufqy9b0g&t=1020,市橋,延末,服部,貞包,八木,福井直,丸田,渡邉千,"丸田,八木,山本勇,延末,福井直,貞包,市橋,渡邉千,服部","佐藤寛,金子,德丸,髙橋海,尾形,湯浅,黒須,深谷,山本","水野,市橋,延末,服部,貞包,八木,福井直,丸田,渡邉千","髙橋煌,尾形,髙橋海,湯浅,深谷,金子,佐藤寛,黒須,德丸","R,L,L,R,L,R,L,R,R,R","R,L,R,L,R,L,R,L,R,L","Keita, Mizuno","Keisuke, Ichihashi","Aita, Nobusue","Kakeru, Hattori","Kensho, Sadakane","Hinata, Yagi","Naotoki, Fukui","Minato, Maruta","Sennosuke, Watanabe",,"Kanya, Sato",,,,,,
2,3.0,2025/6/6,01:23.3,1.0,3.0,"Keita, Mizuno",1000325881.0,Right,KEI_KEI,"Kanya, Sato",1000326140.0,Left,WAS_EDA,Undefined,1.0,Top,0.0,0.0,2.0,Splitter,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0.0,0.0,,132.09781,-0.324263,-1.286013,1476.107101,251.695679,2:30,1.745853,0.628545,1.651167,-99.1688,8.9624,15.9239,0.661557,0.420539,120.2138,-7.48529,-0.169328,0.469602,,,,,,,,,,,,-9.0033,5.8574,-0.595102,15.24,1.728844,0.735353,-36.284673,-0.620018,-1.535647,7.583659,-8.807584,KEI_KEI,WAS_EDA,JinguStadium,TeamExclusive,Team,20250606-JinguStadium-1,62ea31c0-4269-11f0-8b73-d55d56d4785b,129.17315,,,11.88401,,,,,,,b3ca3262-a491-4e99-8373-ddd06f9d4f8e,2025/6/6,01:23.3,2025-06-06T09:01:23.2929792+09:00,2025-06-06T00:01:23.2929792Z,,v3,,,,"Keisuke, Ichihashi",1000325864.0,Right,KEI_KEI,9110e2e3-d386-49a1-be66-d9077dfeae19,16.788115,-36.606806,3.79183,1.747235,-0.245896,-4.403792,-0.627723,0.800583,-0.767823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,27.61549852,21.62971683,42.71325369,13.36988844,27.52674318,-20.61745649,42.01858769,-12.44405466,71.77844232,-41.4435594,89.88294733,-3.699305793,74.99185673,35.9463475,1749168083.0,瀧口 耕介,3.0,3.0,2025/6/6,1364.070141,1364.070142,1749168083,1.0,3.0,水野,Right,KEI_KEI,1,佐藤寛,Left,WAS_EDA,1,Top,0,0,2,Undefined,FoulBall,Undefined,GroundBall,Undefined,0,0,,,,,,,KEI_KEI,#112163,慶應,WAS_EDA,#470004,早稲田,JinguStadium,フレッシュ,春季フレッシュ,Normal,,,,,Undefined,,,,,,2515662002,ファール,,,,1030.0,https://youtu.be/jPcufqy9b0g&t=1030,市橋,延末,服部,貞包,八木,福井直,丸田,渡邉千,"丸田,八木,山本勇,延末,福井直,貞包,市橋,渡邉千,服部","佐藤寛,金子,德丸,髙橋海,尾形,湯浅,黒須,深谷,山本","水野,市橋,延末,服部,貞包,八木,福井直,丸田,渡邉千","髙橋煌,尾形,髙橋海,湯浅,深谷,金子,佐藤寛,黒須,德丸","R,L,L,R,L,R,L,R,R,R","R,L,R,L,R,L,R,L,R,L","Keita, Mizuno","Keisuke, Ichihashi","Aita, Nobusue","Kakeru, Hattori","Kensho, Sadakane","Hinata, Yagi","Naotoki, Fukui","Minato, Maruta","Sennosuke, Watanabe",,"Kanya, Sato",,,,,,
3,4.0,2025/6/6,01:44.1,1.0,4.0,"Keita, Mizuno",1000325881.0,Right,KEI_KEI,"Kanya, Sato",1000326140.0,Left,WAS_EDA,Undefined,1.0,Top,0.0,0.0,2.0,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0.0,0.0,,142.59907,-1.969244,-2.674235,2432.85041,212.597045,1:00,1.790712,0.61617,1.791586,-45.1013,45.9702,27.4237,0.781439,0.132863,129.64626,-5.348317,-0.739199,0.430969,,,,,,,,,,,,-16.0121,25.8967,-0.552193,15.24,1.73906,1.689645,-39.154883,-1.504921,-3.193021,8.530254,-4.642519,KEI_KEI,WAS_EDA,JinguStadium,TeamExclusive,Team,20250606-JinguStadium-1,6f53fd60-4269-11f0-8b73-d55d56d4785b,140.75264,,,12.95281,,,,,,,b3ca3262-a491-4e99-8373-ddd06f9d4f8e,2025/6/6,01:44.1,2025-06-06T09:01:44.1038336+09:00,2025-06-06T00:01:44.1038336Z,,v3,,,,"Keisuke, Ichihashi",1000325864.0,Right,KEI_KEI,af57795d-64e2-42b9-8fbd-959bea9d8b28,16.647687,-39.460369,4.265127,1.789978,-1.338663,-2.321259,-0.61475,1.803994,-1.59651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,27.35172979,23.3858352,42.56526234,12.56417851,27.22557394,-20.21178227,41.45845715,-12.69965096,69.08959599,-41.75621566,89.28930628,-5.284318035,75.40780787,34.32146909,1749168104.0,瀧口 耕介,4.0,4.0,2025/6/6,1385.34039,1385.340392,1749168104,1.0,4.0,水野,Right,KEI_KEI,1,佐藤寛,Left,WAS_EDA,1,Top,0,0,2,Undefined,FoulBall,Undefined,FlyBall,Undefined,0,0,,,,,,,KEI_KEI,#112163,慶應,WAS_EDA,#470004,早稲田,JinguStadium,フレッシュ,春季フレッシュ,Normal,,,,,Undefined,,,,,,2515662003,ファール,,,,1043.0,https://youtu.be/jPcufqy9b0g&t=1043,市橋,延末,服部,貞包,八木,福井直,丸田,渡邉千,"丸田,八木,山本勇,延末,福井直,貞包,市橋,渡邉千,服部","佐藤寛,金子,德丸,髙橋海,尾形,湯浅,黒須,深谷,山本","水野,市橋,延末,服部,貞包,八木,福井直,丸田,渡邉千","髙橋煌,尾形,髙橋海,湯浅,深谷,金子,佐藤寛,黒須,德丸","R,L,L,R,L,R,L,R,R,R","R,L,R,L,R,L,R,L,R,L","Keita, Mizuno","Keisuke, Ichihashi","Aita, Nobusue","Kakeru, Hattori","Kensho, Sadakane","Hinata, Yagi","Naotoki, Fukui","Minato, Maruta","Sennosuke, Watanabe",,"Kanya, Sato",,,,,,
4,5.0,2025/6/6,02:05.6,1.0,5.0,"Keita, Mizuno",1000325881.0,Right,KEI_KEI,"Kanya, Sato",1000326140.0,Left,WAS_EDA,Undefined,1.0,Top,0.0,0.0,2.0,Splitter,Changeup,InPlay,Undefined,GroundBall,Single,0.0,0.0,,133.28172,-1.35997,-2.410377,1423.703952,232.128918,1:45,1.753477,0.578136,1.665793,-88.5126,16.7339,17.2337,0.479984,0.062472,122.40559,-7.743031,-1.201901,0.463296,155.42555,-1.246237,24.675595,,,,,9.708909,9.282163,24.03748,0.222522,-10.4412,10.3583,-0.514947,15.24,1.709706,1.457397,-36.618268,-1.234654,-1.830932,7.104052,-7.990262,KEI_KEI,WAS_EDA,JinguStadium,TeamExclusive,Team,20250606-JinguStadium-1,7c282390-4269-11f0-8b73-d55d56d4785b,130.93147,0.514817,,10.87613,,,,0.460618,0.514817,-0.063288,b3ca3262-a491-4e99-8373-ddd06f9d4f8e,2025/6/6,02:05.6,2025-06-06T09:02:05.6529408+09:00,2025-06-06T00:02:05.6529408Z,GroundBall,v3,,,,"Keisuke, Ichihashi",1000325864.0,Right,KEI_KEI,e8820457-c1d1-4104-9ff5-f7e814154a4f,16.77402,-36.914673,3.552026,1.754265,-0.901273,-3.995131,-0.577348,1.533789,-0.915466,295.91681,0.461105,39.193096,-6.381005,,,,,,,0.515213,-0.962552,-6.087098,,,,,,,-0.063471,18.030824,0.124444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,NoShift,25.90822166,22.48277151,42.15238779,13.09007103,28.06606375,-20.6138173,42.1444669,-12.86809658,66.80100734,-42.111304,90.05037721,-7.855682562,75.26323805,34.09784883,1749168126.0,瀧口 耕介,5.0,5.0,2025/6/6,1407.024987,1407.024993,1749168126,1.0,5.0,水野,Right,KEI_KEI,1,佐藤寛,Left,WAS_EDA,1,Top,0,0,2,Undefined,InPlay,Undefined,GroundBall,Single,0,0,,,,,,,KEI_KEI,#112163,慶應,WAS_EDA,#470004,早稲田,JinguStadium,フレッシュ,春季フレッシュ,Normal,,,,,Undefined,,,,9,9,2515662004,右安,,,,1057.0,https://youtu.be/jPcufqy9b0g&t=1057,市橋,延末,服部,貞包,八木,福井直,丸田,渡邉千,"丸田,八木,山本勇,延末,福井直,貞包,市橋,渡邉千,服部","佐藤寛,金子,德丸,髙橋海,尾形,湯浅,黒須,深谷,山本","水野,市橋,延末,服部,貞包,八木,福井直,丸田,渡邉千","髙橋煌,尾形,髙橋海,湯浅,深谷,金子,佐藤寛,黒須,德丸","R,L,L,R,L,R,L,R,R,R","R,L,R,L,R,L,R,L,R,L","Keita, Mizuno","Keisuke, Ichihashi","Aita, Nobusue","Kakeru, Hattori","Kensho, Sadakane","Hinata, Yagi","Naotoki, Fukui","Minato, Maruta","Sennosuke, Watanabe",,"Kanya, Sato",,,,,,
5,6.0,2025/6/6,02:44.8,2.0,1.0,"Keita, Mizuno",1000325881.0,Right,KEI_KEI,"Daichi, Kaneko",1000326103.0,Right,WAS_EDA,Undefined,1.0,Top,0.0,0.0,0.0,Curveball,Curveball,InPlay,Undefined,Bunt,Sacrifice,1.0,0.0,1,114.20249,3.366209,-1.253504,2704.838944,47.469358,7:30,1.790056,0.575955,1.588894,-181.0497,-34.5128,-43.0161,0.94568,-0.213526,104.16008,-9.537823,-4.254978,0.546674,,,,,,,,,,,,20.5441,-18.697,-0.536546,15.24,1.868444,0.873444,-31.337199,1.145096,2.602496,5.861753,-12.175154,KEI_KEI,WAS_EDA,JinguStadium,TeamExclusive,Team,20250606-JinguStadium-1,938128c0-4269-11f0-8b73-d55d56d4785b,110.96198,,,10.04241,,,,,,,b3ca3262-a491-4e99-8373-ddd06f9d4f8e,2025/6/6,02:44.8,2025-06-06T09:02:44.7784960+09:00,2025-06-06T00:02:44.7784960Z,,v3,,,,"Keisuke, Ichihashi",1000325864.0,Right,KEI_KEI,238767e5-86ef-40a7-9e4f-1371f800a9e2,16.852231,-31.637336,2.930877,1.793852,1.768496,-6.087577,-0.577857,0.74019,1.301248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,18.87917231,18.02596159,34.4810209,9.010278362,15.01269627,-10.845108,39.0215569,-7.522897063,68.42463276,-38.82034927,89.10748418,3.055050213,68.26218375,35.82217393,1749168165.0,瀧口 耕介,6.0,6.0,2025/6/6,1445.518943,1445.518944,1749168165,2.0,1.0,水野,Right,KEI_KEI,2,金子,Right,WAS_EDA,1,Top,0,0,0,Undefined,InPlay,Undefined,Bunt,Sacrifice,1,0,,,,,,,KEI_KEI,#112163,慶應,WAS_EDA,#470004,早稲田,JinguStadium,フレッシュ,春季フレッシュ,Normal,1,佐藤寛,,,Undefined,,,,"5,4","5,4A",2515662005,三犠,,,,1083.0,https://youtu.be/jPcufqy9b0g&t=1083,市橋,延末,服部,貞包,八木,福井直,丸田,渡邉千,"丸田,八木,山本勇,延末,福井直,貞包,市橋,渡邉千,服部","佐藤寛,金子,德丸,髙橋海,尾形,湯浅,黒須,深谷,山本","水野,市橋,延末,服部,貞包,八木,福井直,丸田,渡邉千","髙橋煌,尾形,髙橋海,湯浅,深谷,金子,佐藤寛,黒須,德丸","R,L,L,R,L,R,L,R,R,R","R,L,R,L,R,L,R,L,R,L","Keita, Mizuno","Keisuke, Ichihashi","Aita, Nobusue","Kakeru, Hattori","Kensho, Sadakane","Hinata, Yagi","Naotoki, Fukui","Minato, Maruta","Sennosuke, Watanabe",,"Daichi, Kaneko","Kanya, Sato",,,,,
6,7.0,2025/6/6,03:27.1,3.0,1.0,"Keita, Mizuno",1000325881.0,Right,KEI_KEI,"Tokumaru, Kaisei",1000422696.0,Left,WAS_EDA,Undefined,1.0,Top,1.0,0.0,0.0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0.0,0.0,2,115.53063,2.435485,-0.549654,2676.424217,41.369408,7:30,1.783505,0.562458,1.652014,-183.0992,-41.0597,-40.445,0.648307,0.001075,105.52124,-10.640869,-3.389773,0.538219,,,,,,,,,,,,19.8155,-21.0765,-0.544136,15.24,1.834193,0.482296,-31.742221,0.642896,2.569504,6.128245,-12.539669,KEI_KEI,WAS_EDA,JinguStadium,TeamExclusive,Team,20250606-JinguStadium-1,acc31230-4269-11f0-8b73-d55d56d4785b,112.70497,,,10.00939,,,,,,,b3ca3262-a491-4e99-8373-ddd06f9d4f8e,2025/6/6,03:27.1,2025-06-06T09:03:27.0889984+09:00,2025-06-06T00:03:27.0889984Z,,v3,,,,"Keisuke, Ichihashi",1000325864.0,Right,KEI_KEI,c931603f-845c-4bce-a9e3-26176b465ce2,16.789153,-32.039909,3.064123,1.788168,1.252028,-6.269834,-0.564533,0.357478,1.284752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,28.88177649,22.50228432,43.89614389,12.19467543,26.61245286,-19.06530762,40.62311794,-10.3687555,75.20769383,-39.53664034,90.49816,-2.419337657,73.72481098,38.66955914,1749168207.0,瀧口 耕介,7.0,7.0,2025/6/6,1487.810987,1487.810989,1749168207,3.0,1.0,水野,Right,KEI_KEI,3,德丸,Left,WAS_EDA,1,Top,1,0,0,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,,,,KEI_KEI,#112163,慶應,WAS_EDA,#470004,早稲田,JinguStadium,フレッシュ,春季フレッシュ,Normal,2,,佐藤寛,,Nothing,,,,,,2515662006,ボール,,,,1108.0,https://youtu.be/jPcufqy9b0g&t=1108,市橋,延末,服部,貞包,八木,福井直,丸田,渡邉千,"丸田,八木,山本勇,延末,福井直,貞包,市橋,渡邉千,服部","佐藤寛,金子,德丸,髙橋海,尾形,湯浅,黒須,深谷,山本","水野,市橋,延末,服部,貞包,八木,福井直,丸田,渡邉千","髙橋煌,尾形,髙橋海,湯浅,深谷,金子,佐藤寛,黒須,德丸","R,L,L,R,L,R,L,R,R,R","R,L,R,L,R,L,R,L,R,L","Keita, Mizuno","Keisuke, Ichihashi","Aita, Nobusue","Kakeru, Hattori","Kensho, Sadakane","Hinata, Yagi","Naotoki, Fukui","Minato, Maruta","Sennosuke, Watanabe",,"Tokumaru, Kaisei",,"Kanya, Sato",,,,
7,8.0,2025/6/6,03:46.1,3.0,2.0,"Keita, Mizuno",1000325881.0,Right,KEI_KEI,"Tokumaru, Kaisei",1000422696.0,Left,WAS_EDA,Undefined,1.0,Top,1.0,0.0,1.0,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Out,1.0,0.0,2,142.2474,-2.057251,-1.999787,2409.701303,216.38118,1:15,1.75538,0.612428,1.855504,-47.0338,42.9205,29.562,0.704389,0.343972,130.50171,-5.56398,0.09624,0.428317,143.1903,-14.003681,18.230897,,,,,3.059644,2.904357,10.657633,0.074568,-16.6715,24.4337,-0.567284,15.24,1.703975,1.223487,-39.125627,-1.569832,-3.347499,7.884454,-4.900584,KEI_KEI,WAS_EDA,JinguStadium,TeamExclusive,Team,20250606-JinguStadium-1,b804ffa0-4269-11f0-8b73-d55d56d4785b,141.62395,0.719118,,11.74569,,,,0.268166,0.719118,-0.336225,b3ca3262-a491-4e99-8373-ddd06f9d4f8e,2025/6/6,03:46.1,2025-06-06T09:03:46.0875264+09:00,2025-06-06T00:03:46.0875264Z,GroundBall,v3,,,,"Keisuke, Ichihashi",1000325864.0,Right,KEI_KEI,ee5b022f-594d-4878-b81d-7e7ab53e0c07,16.584343,-39.395603,3.942227,1.754855,-1.402029,-2.450292,-0.611141,1.33811,-1.673749,180.0,0.267306,36.727421,,,,,,,,0.719344,-9.643764,,,,,,,,-0.336508,12.097312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,NoShift,28.80315286,22.83407021,42.95655351,12.89437245,26.52025484,-19.57882603,40.58475668,-10.16228906,75.07616612,-39.757965,90.53528496,-2.561818147,74.28071177,38.25074813,1749168226.0,瀧口 耕介,8.0,8.0,2025/6/6,1506.851984,1506.851985,1749168226,3.0,2.0,水野,Right,KEI_KEI,3,德丸,Left,WAS_EDA,1,Top,1,0,1,Undefined,InPlay,Undefined,GroundBall,Out,1,0,,,,,,,KEI_KEI,#112163,慶應,WAS_EDA,#470004,早稲田,JinguStadium,フレッシュ,春季フレッシュ,Normal,2,,佐藤寛,,Undefined,,,,"4,3","4,3",2515662007,二ゴ,,,,1127.0,https://youtu.be/jPcufqy9b0g&t=1127,市橋,延末,服部,貞包,八木,福井直,丸田,渡邉千,"丸田,八木,山本勇,延末,福井直,貞包,市橋,渡邉千,服部","佐藤寛,金子,德丸,髙橋海,尾形,湯浅,黒須,深谷,山本","水野,市橋,延末,服部,貞包,八木,福井直,丸田,渡邉千","髙橋煌,尾形,髙橋海,湯浅,深谷,金子,佐藤寛,黒須,德丸","R,L,L,R,L,R,L,R,R,R","R,L,R,L,R,L,R,L,R,L","Keita, Mizuno","Keisuke, Ichihashi","Aita, Nobusue","Kakeru, Hattori","Kensho, Sadakane","Hinata, Yagi","Naotoki, Fukui","Minato, Maruta","Sennosuke, Watanabe",,"Tokumaru, Kaisei",,"Kanya, Sato",,,,
