PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,Steal,Runer,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,umpire,season
21,2020/9/20,23:14.7,2020/9/20,23:14.7,2,3,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Satoshi, Hayakawa",1000073995,Right,TOK,Undefined,1,Bottom,1,1,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,151.11244,-2.655971,-3.46018,2279.184265,196.723523,12:30,1.687016,0.384037,2.142029,-32.6408,44.9743,12.7424,0.623153,-0.448018,137.66959,-5.174818,-2.542863,0.397858,,,,,,,,,,,,-9.3206,26.7173,-0.320302,15.24,1.636216,2.451728,-41.52229,-2.009706,-2.09264,9.494329,-3.808158,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,ff720f80-faf8-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,152.46658,,,13.44286,,,,16.297249,-41.763337,4.747164,1.686012,-1.913023,-1.904079,-0.383222,2.504857,-1.04632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
22,2020/9/20,23:31.2,2020/9/20,23:31.2,2,4,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Satoshi, Hayakawa",1000073995,Right,TOK,Undefined,1,Bottom,1,2,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,,,149.88654,-2.058577,-3.035134,2263.790993,207.533576,1:00,1.678929,0.420236,2.117076,-36.4276,42.474,20.8036,0.742576,-0.214432,136.68306,-4.850562,-1.538297,0.401141,,,,,,,,,,,,-13.211,24.8532,-0.363348,15.24,1.638158,2.088802,-41.220561,-1.581782,-2.927589,9.22965,-4.299132,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,094d8f20-faf9-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,151.2185,,,13.20348,,,,16.322259,-41.46218,4.614825,1.678094,-1.469237,-2.149566,-0.419033,2.165442,-1.463795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
23,2020/9/20,23:49.0,2020/9/20,23:49.0,2,5,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Satoshi, Hayakawa",1000073995,Right,TOK,Undefined,1,Bottom,1,2,2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,,,,152.63519,-1.730685,-3.337555,2344.50472,199.719363,12:45,1.707385,0.377404,2.188567,-27.7341,48.0482,16.2999,0.951171,-0.382281,138.39398,-3.912685,-2.160499,0.393132,,,,,,,,,,,,-11.2194,27.7888,-0.318646,15.24,1.675344,2.371392,-41.966235,-1.323006,-2.563289,10.028589,-3.457756,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,13e4e4b0-faf9-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,154.2993,,,14.24121,,,,16.250384,-42.206994,5.014295,1.706109,-1.239995,-1.728878,-0.376316,2.432929,-1.281645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.05258,2.268134,1.280512,0.987622,-0.775657,0.866302,0.426886,-1.218414,1.776475,1.325309,20.113915,1.793854,17.918509,-1.170472,23.824656,-2.277763,1.783696,3.492438,-3.521293,1.347591,17.960602,-1.185441,水沼 大輔,20A
24,2020/9/20,24:17.1,2020/9/20,24:17.1,3,1,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Yucihi, Ishimoto",1000074001,Left,TOK,Undefined,1,Bottom,2,0,0,Cutter,Slider,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,,,,137.01613,0.514279,-1.551378,2154.11574,149.351196,11:00,1.672666,0.503088,1.938557,-71.113,24.7785,-12.9645,1.105851,-0.061834,125.65491,-4.744574,-2.474966,0.442226,,,,,,,,,,,,5.6272,13.4991,-0.468228,15.24,1.68005,1.081799,-37.71831,0.085966,1.049541,7.361981,-7.28889,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,24ad9da0-faf9-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,137.16955,,,11.36122,,,,16.500647,-37.96357,3.68099,1.673142,0.32879,-3.644445,-0.503685,1.046834,0.524771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
25,2020/9/20,24:31.9,2020/9/20,24:31.9,3,2,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Yucihi, Ishimoto",1000074001,Left,TOK,Undefined,1,Bottom,2,0,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,,,152.24444,-2.42933,-2.697111,2350.305058,206.698099,1:00,1.676088,0.445563,2.121573,-30.6777,46.3196,21.9409,0.694478,-0.083521,137.79151,-4.818352,-1.117292,0.396271,,,,,,,,,,,,-13.6864,27.2824,-0.395295,15.24,1.628666,1.865553,-41.84199,-1.847974,-3.100598,10.185371,-3.625945,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,2d7a4550-faf9-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,153.07696,,,14.45293,,,,16.317336,-42.103424,5.092686,1.674904,-1.754905,-1.812973,-0.4442,1.945138,-1.550299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
26,2020/9/20,24:50.4,2020/9/20,24:50.4,3,3,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Yucihi, Ishimoto",1000074001,Left,TOK,Undefined,1,Bottom,2,0,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,,,,152.46794,-1.113545,-1.995082,2282.602829,207.939472,1:00,1.698557,0.407843,2.176326,-33.3423,42.3593,21.1421,1.057174,0.067688,138.58063,-3.696872,-0.466348,0.392923,117.77669,58.056191,-105.366577,5147.402554,,,,,,,,-12.8317,24.3153,-0.37269,15.24,1.677164,1.367235,-41.991762,-0.899732,-2.939892,9.903322,-4.235746,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,38812590-faf9-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,154.38151,21.07948,,13.88731,,,,16.263227,-42.23239,4.951661,1.697775,-0.796813,-2.117873,-0.406778,1.438668,-1.469946,-0.085535,0.992311,-0.054983,31.167638,-0.085535,-4.586905,-2.737773,1.153066,-0.330851,0.085861,-0.022113,0.005747,-0.000975,0.992311,27.761517,-8.804168,1.163898,-0.227262,0.041451,-0.011608,0.005116,-0.001263,-0.054983,-16.690677,2.421774,-0.295303,0.01459,0.006047,0.001947,-0.003234,0.00105,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
27,2020/9/20,25:12.5,2020/9/20,25:12.5,3,4,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Yucihi, Ishimoto",1000074001,Left,TOK,Undefined,1,Bottom,2,0,2,Splitter,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,138.01836,-1.732143,-2.66193,1656.959791,232.575135,1:45,1.664821,0.44009,1.870766,-72.5127,22.6109,25.8439,0.451093,-0.051847,127.34349,-7.036794,-0.82755,0.440452,,,,,,,,,,,,-15.1353,13.7242,-0.379761,15.24,1.619994,1.644818,-37.966297,-1.42221,-2.871316,7.180304,-7.20302,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,45a89be0-faf9-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,137.72214,,,10.67487,,,,16.56924,-38.21686,3.590152,1.665238,-1.170854,-3.60151,-0.438907,1.745015,-1.435658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
28,2020/9/20,25:33.0,2020/9/20,25:33.0,3,5,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Yucihi, Ishimoto",1000074001,Left,TOK,Undefined,1,Bottom,2,1,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Popup,Undefined,0,0,,,,154.69644,-1.550256,-2.612798,2363.912843,201.547288,12:45,1.710664,0.400567,2.175653,-22.4647,51.5846,19.3468,1.057026,-0.128558,139.71433,-3.354937,-1.215213,0.388611,92.46811,60.81343,-145.9289,5013.690346,,,,40.243438,,-151.399327,3.722931,-12.4252,29.6239,-0.354236,15.24,1.681705,1.851956,-42.557564,-1.186194,-2.906469,10.703839,-2.877089,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,51e4a0c0-faf9-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,156.09439,18.95821,,14.98212,,,,16.263609,-42.814242,5.35192,1.709323,-1.117201,-1.438545,-0.399482,1.921653,-1.453235,-0.044697,1.038992,0.136697,11.87481,-0.044637,-10.377931,-0.908199,0.621261,-0.139238,0.002593,0.008779,-0.001994,0.00014,1.03913,22.419995,-8.285816,0.981837,-0.124713,-0.014844,0.009255,-0.001236,5e-05,0.136693,-7.017233,0.51408,0.003676,-0.010539,-0.003327,0.003828,-0.000898,6.8e-05,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
29,2020/9/20,25:58.4,2020/9/20,25:58.3,3,6,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Yucihi, Ishimoto",1000074001,Left,TOK,Undefined,1,Bottom,2,1,2,Splitter,Changeup,InPlay,Undefined,GroundBall,GroundBall,Single,0,0,,,,137.29865,-0.580926,-1.781218,1548.689797,240.550449,2:00,1.673251,0.471964,1.937579,-79.006,16.2323,23.7359,0.720144,0.20949,126.48332,-6.383254,-0.088392,0.440718,139.40742,5.813787,11.030395,1019.56489,,,,33.849682,,12.094152,0.976082,-13.621,9.7088,-0.433932,15.24,1.655968,1.070158,-37.817387,-0.672108,-2.559307,7.249897,-7.982419,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,61010940-faf9-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,137.63912,1.486478,,10.81534,,,,16.502589,-38.058666,3.624948,1.673915,-0.406451,-3.991209,-0.470965,1.155333,-1.279653,0.197894,0.702038,-0.215824,251.773054,0.197894,37.813391,-5.008594,0.985212,-0.200654,0.039817,-0.008205,0.001511,-0.000167,0.702038,3.922585,-5.024556,0.321118,-0.055241,0.010005,-0.00147,0.000272,-3.2e-05,-0.215824,7.370978,0.219428,-0.132714,0.038902,-0.010618,0.002431,-0.000478,5.7e-05,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
30,2020/9/20,26:41.0,2020/9/20,26:41.0,4,1,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Mitsuki, Takekuma",1000073906,Left,TOK,Undefined,1,Bottom,2,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,1,,,152.06107,-3.306333,-3.405113,2378.246433,210.265938,1:00,1.68346,0.45923,2.123444,-34.7865,42.0977,23.0745,0.416177,-0.255303,138.60921,-5.971987,-1.744918,0.39598,,,,,,,,,,,,-14.8138,25.6675,-0.395818,15.24,1.619446,2.378998,-41.765993,-2.511732,-3.364803,9.614019,-3.976552,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,7a75e990-faf9-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,153.18949,,,13.45186,,,,16.316243,-42.013,4.80701,1.682666,-2.409565,-1.988276,-0.45805,2.465448,-1.682402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
31,2020/9/20,27:03.7,2020/9/20,27:03.7,4,2,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Mitsuki, Takekuma",1000073906,Left,TOK,Undefined,1,Bottom,2,1,0,Splitter,Four-Seam,FoulBall,Undefined,Undefined,Popup,Undefined,0,0,1,,,150.57078,-1.390189,-2.815744,1164.276564,207.080694,1:00,1.694411,0.41291,2.099792,-33.9309,44.7109,21.5012,0.968517,-0.154617,136.5727,-4.01254,-1.27006,0.40048,117.2949,72.110503,-145.623688,4514.348435,-29.996865,28.14751,-14.977037,45.871928,,-155.8316,4.871649,-13.594,25.6306,-0.359467,15.24,1.666018,1.937505,-41.417165,-1.095449,-3.024366,9.787862,-4.104413,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,87f60730-faf9-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,151.46812,32.649034,,13.99808,,,,16.339752,-41.676253,4.893931,1.693577,-0.986804,-2.052207,-0.411813,2.017561,-1.512183,0.458183,0.966725,0.153612,6.090954,0.458545,-8.270294,-1.5929,0.604353,-0.051923,-0.027356,0.010191,-0.001301,5.9e-05,0.967366,30.991742,-9.446487,1.168812,-0.148943,0.001364,0.001604,0.0,-1.3e-05,0.153763,-5.655398,0.050251,0.122792,0.005997,-0.021033,0.00707,-0.000946,4.6e-05,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
32,2020/9/20,27:32.0,2020/9/20,27:32.0,4,3,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Mitsuki, Takekuma",1000073906,Left,TOK,Undefined,1,Bottom,2,1,1,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,1,,,151.89387,-1.135853,-2.914923,2243.518089,218.348222,1:15,1.693095,0.434685,2.132119,-37.8712,39.1291,28.8876,0.999158,-0.084942,137.67893,-4.045578,-0.833745,0.396279,,,,,,,,,,,,-17.5168,22.4739,-0.381026,15.24,1.67014,1.990365,-41.780962,-0.933871,-3.965143,9.975537,-4.71939,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,98d55560-faf9-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,153.074,,,14.21494,,,,16.307026,-42.034951,4.987768,1.692388,-0.81371,-2.359695,-0.432988,2.091322,-1.982572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
33,2020/9/20,28:09.1,2020/9/20,28:09.1,4,4,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Mitsuki, Takekuma",1000073906,Left,TOK,Undefined,1,Bottom,2,1,2,Fastball,Four-Seam,InPlay,Undefined,FlyBall,FlyBall,Out,1,0,1,,,150.70182,-2.254496,-2.953221,2299.182896,205.2721,12:45,1.6942,0.405714,2.10927,-30.3204,48.3849,21.5452,0.76416,-0.199157,136.38413,-4.620803,-1.403779,0.400642,136.23699,29.184984,11.337015,1885.423078,32.96353,15.445823,6.125751,93.65889,,8.885135,4.250592,-13.8238,28.3687,-0.350104,15.24,1.649676,2.03804,-41.423291,-1.704729,-3.067221,10.040783,-3.512194,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,aeed9d30-faf9-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,151.40695,18.536893,,14.31769,,,,16.330296,-41.686735,5.020392,1.693195,-1.612578,-1.756097,-0.404633,2.118515,-1.53361,0.532541,0.728649,0.189369,166.334292,0.532497,32.395381,-4.755963,0.966681,-0.168527,0.021899,-0.002066,0.000126,-3e-06,0.728827,18.450429,-5.380243,0.474674,-0.14333,0.042361,-0.008721,0.001093,-6e-05,0.18929,6.496177,-1.494887,0.304576,-0.033072,-0.004368,0.002436,-0.000382,2.2e-05,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
34,2020/9/20,30:37.8,2020/9/20,30:37.8,1,1,"Kei, Nishiyama",1000073965,Right,TOK,"Kouichi, Takada",1000073775,Right,HOS_HOS,Undefined,2,Top,0,0,0,Fastball,Slider,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,,,131.3479,-0.418464,-2.855256,1700.366179,172.138962,11:45,1.611849,0.595445,2.003472,-81.8422,21.4816,-2.5462,0.676372,-0.228358,121.17615,-6.452136,-3.037208,0.459045,,,,,,,,,,,,-0.5728,12.5518,-0.535546,15.24,1.598963,1.813927,-36.155263,-0.5365,-0.098451,6.577302,-7.649381,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,07964cc0-fafa-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,132.14405,,,10.17175,,,,16.43625,-36.372232,3.288651,1.612499,-0.284166,-3.82469,-0.595436,1.817175,-0.049225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
35,2020/9/20,30:51.6,2020/9/20,30:51.6,1,2,"Kei, Nishiyama",1000073965,Right,TOK,"Kouichi, Takada",1000073775,Right,HOS_HOS,Undefined,2,Top,0,0,1,Cutter,Curveball,FoulBall,Undefined,Undefined,,Undefined,0,0,,,,117.08756,1.783358,-2.32961,2229.152239,69.002192,8:15,1.548221,0.663919,1.804754,-138.1897,-4.1884,-21.5298,0.671312,-0.210651,107.86798,-8.211264,-3.850292,0.522768,,,,,,,,,,,,9.4064,-2.2167,-0.605592,15.24,1.58233,1.397626,-32.197474,0.520544,1.274619,5.517563,-10.107021,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,0fcfdc30-fafa-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,116.03615,,,9.21958,,,,16.635573,-32.435747,2.758781,1.550426,0.957009,-5.05351,-0.664759,1.342582,0.637309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
36,2020/9/20,31:23.6,2020/9/20,31:23.6,1,3,"Kei, Nishiyama",1000073965,Right,TOK,"Kouichi, Takada",1000073775,Right,HOS_HOS,Undefined,2,Top,0,0,2,Cutter,Curveball,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,,,,123.43844,0.906433,-2.352724,2164.72024,92.507507,9:00,1.550666,0.651798,1.88209,-114.7652,4.5398,-20.8494,0.658403,-0.219339,113.61735,-7.451611,-3.832253,0.493269,147.70844,-5.347087,13.377801,,,,,4.181369,,15.978197,0.096293,9.1594,2.7702,-0.596306,15.24,1.564572,1.481664,-33.964152,0.137838,1.381297,6.131358,-9.388883,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,22ddf140-fafa-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,122.97544,0.413553,,9.82109,,,,16.55805,-34.201264,3.065679,1.552221,0.500926,-4.694442,-0.652572,1.428246,0.690648,0.24775,0.413553,0.208282,276.957439,0.247773,39.739953,-5.894329,,,,,,,0.413572,-3.826098,-4.870728,,,,,,,0.208243,9.457157,3.466988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
37,2020/9/20,31:54.2,2020/9/20,31:54.2,2,1,"Kei, Nishiyama",1000073965,Right,TOK,"Kiri, Takata",1000073715,Left,HOS_HOS,Undefined,2,Top,1,0,0,Curveball,Other,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,104.20943,5.565101,-0.091402,2204.427181,39.815752,7:15,1.628516,0.578073,1.72651,-205.08,-33.555,-32.2781,1.164349,0.229315,95.85343,-9.149602,-2.358981,0.59145,,,,,,,,,,,,16.1284,-18.942,-0.573295,15.24,1.756874,0.17186,-28.580741,2.096239,1.724269,4.295794,-11.831723,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,351ea430-fafa-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,102.56142,,,8.35599,,,,16.715232,-28.80162,2.147897,1.63345,2.704598,-5.915861,-0.579852,0.083202,0.862134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
38,2020/9/20,32:09.1,2020/9/20,32:09.1,2,2,"Kei, Nishiyama",1000073965,Right,TOK,"Kiri, Takata",1000073715,Left,HOS_HOS,Undefined,2,Top,1,1,0,Slider,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,123.5262,2.762915,0.003327,2145.305159,102.919385,9:30,1.568385,0.688858,1.792316,-111.475,7.6722,-19.3627,1.236307,0.496173,114.2849,-5.322611,-1.363799,0.492943,,,,,,,,,,,,9.8724,3.3185,-0.687619,15.24,1.628684,0.08281,-33.99962,1.230546,1.511824,5.38066,-9.298473,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,3e0340b0-fafa-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,123.05684,,,9.2413,,,,16.647792,-34.221687,2.69033,1.569978,1.614306,-4.649237,-0.689749,0.020415,0.755912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
39,2020/9/20,32:24.8,2020/9/20,32:24.7,2,3,"Kei, Nishiyama",1000073965,Right,TOK,"Kiri, Takata",1000073715,Left,HOS_HOS,Undefined,2,Top,1,2,0,Cutter,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,125.69813,-0.161006,-1.461574,2161.294464,113.979287,9:45,1.552832,0.696917,1.853671,-103.7124,10.2092,-16.0642,0.470291,0.12404,117.1122,-7.678005,-2.601518,0.482012,,,,,,,,,,,,7.4005,6.3798,-0.661513,15.24,1.542427,0.952171,-34.63907,-0.471021,1.176751,5.562459,-8.7922,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,47506300-fafa-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,125.84753,,,8.58592,,,,16.586557,-34.854634,2.781229,1.554078,-0.130293,-4.3961,-0.697529,0.906568,0.588375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
40,2020/9/20,32:39.8,2020/9/20,32:39.8,2,4,"Kei, Nishiyama",1000073965,Right,TOK,"Kiri, Takata",1000073715,Left,HOS_HOS,Undefined,2,Top,1,3,0,Fastball,Slider,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,,,131.68367,0.012602,-1.850719,1863.655533,179.772907,12:00,1.597524,0.647787,2.008798,-76.5045,26.05,-0.0913,0.836,0.129825,121.32648,-5.653193,-1.857255,0.457332,,,,,,,,,,,,-1.1816,14.6714,-0.609223,15.24,1.593957,1.172425,-36.272052,-0.24245,-0.204502,6.584766,-7.267398,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,50463d90-fafa-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,132.63875,,,10.35719,,,,16.430687,-36.487567,3.292383,1.598,-0.004593,-3.633699,-0.647705,1.179118,-0.102251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
