PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,umpire
76,2020/11/7,,2020/11/7,,1,2,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Haruto, Watanabe",1000073445,Right,KEI_KEI,,4,Top,0,1,0,,,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2020/11/7,,2020/11/7,,1,3,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Haruto, Watanabe",1000073445,Right,KEI_KEI,,4,Top,0,2,0,,,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2020/11/7,,2020/11/7,,1,4,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Haruto, Watanabe",1000073445,Right,KEI_KEI,,4,Top,0,3,0,,,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2020/11/7,,2020/11/7,,1,5,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Haruto, Watanabe",1000073445,Right,KEI_KEI,,4,Top,0,3,1,,,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2020/11/7,,2020/11/7,,1,6,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Haruto, Watanabe",1000073445,Right,KEI_KEI,,4,Top,0,3,2,,,FoulBall,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2020/11/7,,2020/11/7,,1,7,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Haruto, Watanabe",1000073445,Right,KEI_KEI,,4,Top,0,3,2,,,StrikeCalled,Strikeout,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2020/11/7,,2020/11/7,,2,1,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Ryuta, Hirose",1000089826,Right,KEI_KEI,,4,Top,1,0,0,,,FoulBall,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2020/11/7,,2020/11/7,,2,2,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Ryuta, Hirose",1000089826,Right,KEI_KEI,,4,Top,1,0,1,,,InPlay,Undefined,GroundBall,,Out,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2020/11/7,,2020/11/7,,3,1,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Yusuke, Shimoyama",1000073403,Left,KEI_KEI,,4,Top,2,0,0,,,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2020/11/7,,2020/11/7,,3,2,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Yusuke, Shimoyama",1000073403,Left,KEI_KEI,,4,Top,2,0,1,,,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2020/11/7,,2020/11/7,,3,3,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Yusuke, Shimoyama",1000073403,Left,KEI_KEI,,4,Top,2,1,1,,,InPlay,Undefined,GroundBall,,Single,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2020/11/7,,2020/11/7,,4,1,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Tomoya, Masaki",1000073443,Right,KEI_KEI,,4,Top,2,0,0,,,FoulBall,Undefined,Undefined,,Undefined,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,2020/11/7,,2020/11/7,,4,2,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Tomoya, Masaki",1000073443,Right,KEI_KEI,,4,Top,2,0,1,,,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,2020/11/7,,2020/11/7,,4,3,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Tomoya, Masaki",1000073443,Right,KEI_KEI,,4,Top,2,0,2,,,FoulBall,Undefined,Undefined,,Undefined,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2020/11/7,,2020/11/7,,4,4,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Tomoya, Masaki",1000073443,Right,KEI_KEI,,4,Top,2,0,2,,,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2020/11/7,,2020/11/7,,1,1,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,"Kotaro, Takizawa",1000073989,Left,WAS_EDA,,4,Bottom,0,0,0,,,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,2020/11/7,,2020/11/7,,1,2,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,"Kotaro, Takizawa",1000073989,Left,WAS_EDA,,4,Bottom,0,1,0,,,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2020/11/7,,2020/11/7,,1,3,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,"Kotaro, Takizawa",1000073989,Left,WAS_EDA,,4,Bottom,0,1,1,,,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,2020/11/7,,2020/11/7,,1,4,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,"Kotaro, Takizawa",1000073989,Left,WAS_EDA,,4,Bottom,0,1,2,,,InPlay,Undefined,FlyBall,,Out,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,2020/11/7,,2020/11/7,,2,1,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,4,Bottom,1,0,0,,,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,2020/11/7,,2020/11/7,,2,2,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,4,Bottom,1,1,0,,,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2020/11/7,,2020/11/7,,2,3,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,4,Bottom,1,1,1,,,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,2020/11/7,,2020/11/7,,2,4,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,4,Bottom,1,1,2,,,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,2020/11/7,,2020/11/7,,2,5,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,4,Bottom,1,2,2,,,FoulBall,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2020/11/7,,2020/11/7,,2,6,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,4,Bottom,1,2,2,,,FoulBall,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,2020/11/7,,2020/11/7,,2,7,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,4,Bottom,1,2,2,,,StrikeCalled,Strikeout,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2020/11/7,,2020/11/7,,3,1,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,"Masashi, Maruyama",1000074031,Left,WAS_EDA,,4,Bottom,2,0,0,,,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,2020/11/7,,2020/11/7,,3,2,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,"Masashi, Maruyama",1000074031,Left,WAS_EDA,,4,Bottom,2,0,1,,,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,2020/11/7,,2020/11/7,,3,3,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,"Masashi, Maruyama",1000074031,Left,WAS_EDA,,4,Bottom,2,1,1,,,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,2020/11/7,,2020/11/7,,3,4,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,"Masashi, Maruyama",1000074031,Left,WAS_EDA,,4,Bottom,2,1,2,,,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,2020/11/7,,2020/11/7,,3,5,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,"Masashi, Maruyama",1000074031,Left,WAS_EDA,,4,Bottom,2,2,2,,,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,2020/11/7,,2020/11/7,,3,6,"Naofumi, Kizawa",1000073254,Right,KEI_KEI,"Masashi, Maruyama",1000074031,Left,WAS_EDA,,4,Bottom,2,3,2,,,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,2020/11/7,,2020/11/7,,1,1,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Shogo, Fukui",1000073400,Left,KEI_KEI,,5,Top,0,0,0,,,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,2020/11/7,,2020/11/7,,1,2,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Shogo, Fukui",1000073400,Left,KEI_KEI,,5,Top,0,1,0,,,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,2020/11/7,,2020/11/7,,1,3,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Shogo, Fukui",1000073400,Left,KEI_KEI,,5,Top,0,1,1,,,InPlay,Undefined,GroundBall,,Out,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,2020/11/7,,2020/11/7,,2,1,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Shohei, Wakabayashi",1000073444,Right,KEI_KEI,,5,Top,1,0,0,,,FoulBall,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,2020/11/7,,2020/11/7,,2,2,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Shohei, Wakabayashi",1000073444,Right,KEI_KEI,,5,Top,1,0,1,,,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,2020/11/7,,2020/11/7,,2,3,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Shohei, Wakabayashi",1000073444,Right,KEI_KEI,,5,Top,1,1,1,,,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,2020/11/7,,2020/11/7,,2,4,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Shohei, Wakabayashi",1000073444,Right,KEI_KEI,,5,Top,1,1,2,,,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,2020/11/7,,2020/11/7,,3,1,"Takahisa, Hayakawa",1000073877,Left,WAS_EDA,"Sho, Miyao",1000073415,Left,KEI_KEI,,5,Top,2,0,0,,,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,KEI_KEI,JinguStadium,TeamExclusive,Team,20201107-JinguStadium-1,,,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
